time,bid,bid_depth,bid_depth_total,offer,offer_depth,offer_depth_total
20170111T105730,159.4,6227,222448,159.5,2968,351295
20170111T105734,159.4,6227,222448,159.5,3568,353595
20170111T105736,159.4,6227,222448,159.5,4168,354195
20170111T105736,159.4,6227,222448,159.5,4768,354795
20170111T105736,159.4,6227,222448,159.5,4818,354845
20170111T105736,159.4,5427,221648,159.5,4818,354845
20170111T105736,159.4,5427,221648,159.5,5418,355445
20170111T105737,159.4,5427,221648,159.5,6018,356045
20170111T105737,159.4,5427,221648,159.5,6618,356645
20170111T105741,159.4,6227,222448,159.5,6618,356921
20170111T105741,159.4,5427,221648,159.5,6618,356921
20170111T105741,159.4,6227,222448,159.5,6618,356921
20170111T105742,159.4,5427,221648,159.5,6618,356921
20170111T105742,159.4,5427,221648,159.5,7618,357921
20170111T105744,159.4,5427,221648,159.5,7418,357721
20170111T105744,159.4,5427,221648,159.5,7618,357921
20170111T105746,159.4,6227,222448,159.5,7618,357921
20170111T105746,159.4,5427,221648,159.5,7618,357921
20170111T105747,159.4,4827,221048,159.5,7618,358461
20170111T105748,159.4,4227,220448,159.5,7618,358461
20170111T105748,159.4,4227,220448,159.5,7925,358768
20170111T105748,159.4,3627,219848,159.5,7925,358768
20170111T105748,159.4,3027,219248,159.5,7925,358768
20170111T105754,159.4,3323,220144,159.5,7925,358768
20170111T105800,159.4,2723,219544,159.5,7925,358768
20170111T105811,159.4,3323,220144,159.5,7925,358309
20170111T105811,159.4,4123,220944,159.5,7925,358309
20170111T105811,159.4,4723,221544,159.5,7925,358309
20170111T105811,159.4,5189,222010,159.5,7925,358309
20170111T105811,159.4,5739,222560,159.5,7925,358309
20170111T105811,159.4,5189,222010,159.5,7925,358309
20170111T105811,159.4,5789,222610,159.5,7925,358309
20170111T105816,159.4,6389,223210,159.5,7925,358309
20170111T105820,159.4,6389,223210,159.5,7325,357709
20170111T105829,159.4,6389,223210,159.5,7925,358309
20170111T105829,159.4,5589,222410,159.5,7925,358309
20170111T105831,159.4,6389,223210,159.5,7925,358309
20170111T105832,159.4,6389,223210,159.5,7466,357850
20170111T105832,159.4,6389,223210,159.5,6866,357250
20170111T105832,159.4,6389,223210,159.5,6266,356650
20170111T105832,159.4,6389,223210,159.5,5666,356050
20170111T105833,159.4,6389,223492,159.5,6125,356509
20170111T105835,159.4,6389,223492,159.5,6725,357109
20170111T105835,159.4,6389,223492,159.5,7325,357709
20170111T105835,159.4,5589,222692,159.5,7325,357709
20170111T105835,159.4,6389,223492,159.5,7325,357709
20170111T105837,159.4,6389,223492,159.5,6725,357109
20170111T105837,159.4,6389,223492,159.5,6125,356509
20170111T105838,159.4,6989,224092,159.5,6125,356509
20170111T105838,159.4,7469,224572,159.5,6125,356509
20170111T105838,159.4,7469,224572,159.5,6075,356459
20170111T105838,159.4,7469,224572,159.5,5616,356000
20170111T105838,159.4,7469,224572,159.5,6075,356459
20170111T105838,159.4,7469,224572,159.5,6125,356509
20170111T105838,159.4,7469,224572,159.5,6075,356459
20170111T105848,159.4,7469,224572,159.5,6675,357059
20170111T105848,159.4,6669,223772,159.5,6675,357059
20170111T105848,159.4,6669,223772,159.5,7275,357659
20170111T105848,159.4,6189,223292,159.5,7275,357659
20170111T105848,159.4,5723,222826,159.5,7275,357659
20170111T105848,159.4,5123,222226,159.5,7275,357659
20170111T105848,159.4,4523,221626,159.5,7275,357659
20170111T105848,159.4,3923,220744,159.5,7275,357659
20170111T105904,159.4,4023,220744,159.5,7275,358659
20170111T105905,159.4,4023,220744,159.5,7020,358404
20170111T105905,159.4,4023,220744,159.5,7648,359032
20170111T105905,159.4,4023,220744,159.5,7698,359082
20170111T105917,159.4,4023,220744,159.5,8195,360579
20170111T105924,159.4,4623,221462,159.5,8195,360579
20170111T105924,159.4,5423,222262,159.5,8195,360579
20170111T105925,159.4,5423,222262,159.5,7595,359979
20170111T105925,159.4,4623,221462,159.5,7595,359979
20170111T105926,159.4,4623,221462,159.5,8195,360579
20170111T105926,159.4,4023,220862,159.5,8195,360579
20170111T105939,159.4,4823,221662,159.5,8195,361579
20170111T105939,159.4,5423,222262,159.5,8195,361579
20170111T105939,159.4,6023,222862,159.5,8195,361579
20170111T105939,159.4,6723,223562,159.5,8195,361579
20170111T105939,159.4,6723,223562,159.5,7595,360979
20170111T105940,159.4,6123,222962,159.5,7595,360979
20170111T105941,159.4,5323,222162,159.5,7595,360979
20170111T105941,159.4,5323,222162,159.5,8195,361579
20170111T105941,159.4,4623,221462,159.5,8195,361579
20170111T105943,159.4,4023,220862,159.5,8195,361579
20170111T105949,159.4,4023,220862,159.5,8395,362779
20170111T105950,159.4,3423,220262,159.5,8395,362779
20170111T105959,159.4,3423,219862,159.5,7767,362679
20170111T110000,159.4,2823,219262,159.5,7767,362679
20170111T110004,159.4,3123,219562,159.5,7767,362679
20170111T110005,159.4,2823,219262,159.5,7767,362679
20170111T110019,159.4,2823,216759,159.5,8295,364207
20170111T110028,159.4,2823,216129,159.5,8403,364315
20170111T110040,159.4,2823,216129,159.5,8608,364520
20170111T110044,159.4,2823,216129,159.5,8126,364038
20170111T110044,159.4,2823,216129,159.5,7978,363890
20170111T110044,159.4,2823,216129,159.5,7450,363362
20170111T110044,159.4,2823,216129,159.5,7400,363312
20170111T110044,159.4,3623,216929,159.5,7400,363312
20170111T110051,159.4,4498,217804,159.5,7400,363312
20170111T110054,159.4,3698,217004,159.5,7400,363312
20170111T110054,159.4,4498,217804,159.5,7400,363312
20170111T110054,159.4,4498,217804,159.5,8195,364107
20170111T110054,159.4,4498,217804,159.5,8245,364157
20170111T110055,159.4,3698,217004,159.5,8245,364157
20170111T110056,159.4,4498,217804,159.5,8245,364157
20170111T110057,159.4,3698,217004,159.5,8245,364157
20170111T110103,159.4,4498,217804,159.5,8245,364157
20170111T110105,159.4,3698,217004,159.5,8245,364157
20170111T110107,159.4,3198,216504,159.5,8245,364157
20170111T110107,159.4,3198,216504,159.5,8778,364690
20170111T110108,159.4,3498,216804,159.5,8778,364690
20170111T110108,159.4,4298,217604,159.5,8778,364690
20170111T110109,159.4,3498,216804,159.5,8778,364690
20170111T110111,159.4,3198,216504,159.5,8778,364690
20170111T110121,159.4,3198,216504,159.5,9012,364924
20170111T110123,159.4,3529,216835,159.5,9012,364924
20170111T110124,159.4,4329,217635,159.5,9012,364924
20170111T110127,159.4,3529,216835,159.5,9012,364924
20170111T110128,159.4,4329,217635,159.5,9012,364924
20170111T110133,159.4,4629,217935,159.5,9012,364924
20170111T110133,159.4,5279,218585,159.5,9012,364924
20170111T110133,159.4,4629,217935,159.5,9012,364924
20170111T110135,159.4,4629,217935,159.5,8479,364391
20170111T110135,159.4,5095,218401,159.5,8479,364391
20170111T110135,159.4,5395,218701,159.5,8479,364391
20170111T110135,159.4,5995,219301,159.5,8479,364391
20170111T110135,159.4,6295,219601,159.5,8479,364391
20170111T110135,159.4,6895,220201,159.5,8479,364391
20170111T110135,159.4,6895,220201,159.5,7879,363791
20170111T110135,159.4,7445,220751,159.5,7879,363791
20170111T110135,159.4,6895,220201,159.5,7879,363791
20170111T110135,159.4,6895,220201,159.5,7420,363332
20170111T110143,159.4,7965,221271,159.5,7420,363332
20170111T110143,159.4,8465,223006,159.5,7420,363332
20170111T110148,159.4,8465,223289,159.5,7419,363331
20170111T110148,159.4,8465,223289,159.5,7369,363281
20170111T110148,159.4,8465,223289,159.5,6769,362681
20170111T110150,159.4,8465,223289,159.5,6169,362081
20170111T110151,159.4,8465,223289,159.5,6628,362540
20170111T110151,159.4,8465,223289,159.5,5833,361745
20170111T110153,159.4,10056,224880,159.5,5833,361745
20170111T110153,159.4,10056,224880,159.5,5374,361286
20170111T110154,159.4,10056,223645,159.5,5203,361115
20170111T110154,159.4,10056,223645,159.5,4711,360623
20170111T110154,159.4,10056,224183,159.5,4111,359495
20170111T110154,159.4,10056,224183,159.5,3804,359188
20170111T110154,159.4,10594,224721,159.5,3804,359188
20170111T110154,159.4,10594,224721,159.5,3204,358588
20170111T110154,159.4,9524,223651,159.5,3204,358588
20170111T110155,159.4,9524,223651,159.5,3804,359188
20170111T110155,159.4,9524,223651,159.5,4263,359647
20170111T110156,159.4,8986,223113,159.5,4263,359647
20170111T110157,159.4,8986,223113,159.5,3663,359047
20170111T110206,159.4,8986,223113,159.5,4263,359647
20170111T110206,159.4,8986,223113,159.5,4863,360247
20170111T110206,159.4,8986,223113,159.5,5463,360847
20170111T110206,159.4,8986,223113,159.5,5513,360897
20170111T110206,159.4,8986,223113,159.5,5813,361197
20170111T110206,159.4,8520,222647,159.5,5813,361197
20170111T110206,159.4,8520,222647,159.5,6113,361497
20170111T110206,159.4,8520,222647,159.5,6413,361797
20170111T110206,159.4,8020,222147,159.5,6413,361797
20170111T110206,159.4,8020,222147,159.5,6720,362104
20170111T110206,159.4,7720,221847,159.5,6720,362104
20170111T110206,159.4,7120,221247,159.5,6720,362642
20170111T110206,159.4,6320,220447,159.5,6720,362642
20170111T110206,159.4,6320,220447,159.5,7552,363474
20170111T110207,159.4,7120,221247,159.5,7552,363474
20170111T110207,159.4,5529,219656,159.5,7552,363474
20170111T110207,159.4,4729,218856,159.5,7552,363474
20170111T110207,159.4,4429,218556,159.5,7552,363474
20170111T110207,159.4,3829,217956,159.5,7552,363474
20170111T110207,159.4,3829,217956,159.5,8090,364012
20170111T110221,159.4,4629,217935,159.5,8090,364012
20170111T110221,159.4,5095,218401,159.5,8090,364012
20170111T110221,159.4,5395,218701,159.5,8090,364012
20170111T110221,159.4,5695,219001,159.5,8090,364012
20170111T110221,159.4,6295,219601,159.5,8090,364012
20170111T110221,159.4,5695,219001,159.5,8090,364012
20170111T110223,159.4,5229,218535,159.5,8090,364012
20170111T110223,159.4,4929,218235,159.5,8090,364012
20170111T110223,159.4,4129,217435,159.5,8090,364012
20170111T110223,159.4,4929,218235,159.5,8090,364012
20170111T110223,159.4,4129,217435,159.5,8090,364012
20170111T110224,159.4,4929,218235,159.5,8090,364012
20170111T110231,159.4,4929,218235,159.5,7885,364012
20170111T110231,159.4,4929,218235,159.5,8090,364012
20170111T110233,159.4,4929,218235,159.5,7856,364012
20170111T110254,159.4,4670,217976,159.5,7856,364012
20170111T110254,159.4,3521,216827,159.5,7856,364012
20170111T110254,159.4,3222,216528,159.5,7856,364012
20170111T110254,159.4,3052,216358,159.5,7856,364012
20170111T110254,159.4,3002,216308,159.5,7856,364012
20170111T110254,159.4,3052,216358,159.5,7856,364012
20170111T110254,159.4,2756,216062,159.5,7856,364012
20170111T110254,159.4,2656,215962,159.5,7856,364012
20170111T110254,159.4,2449,215755,159.5,7856,364012
20170111T110254,159.4,2149,215455,159.5,7856,364012
20170111T110254,159.4,1849,215155,159.5,7856,364012
20170111T110254,159.4,1049,214355,159.5,7856,364012
20170111T110254,159.4,381,213687,159.5,7856,364012
20170111T110254,159.4,50,213356,159.5,7856,364012
20170111T110254,159.3,7617,213306,159.5,7856,364012
20170111T110254,159.4,50,213356,159.5,7856,364012
20170111T110254,159.3,7617,212406,159.5,7856,364012
20170111T110254,159.4,50,212456,159.5,7856,364012
20170111T110254,159.3,7617,212406,159.5,7856,364012
20170111T110254,159.3,7617,212406,159.5,8456,364612
20170111T110254,159.3,7017,211806,159.5,8456,364612
20170111T110254,159.3,7017,211806,159.4,739,365951
20170111T110254,159.3,6454,211243,159.4,739,366251
20170111T110254,159.3,5854,210643,159.4,739,365651
20170111T110254,159.3,5547,210336,159.4,739,365651
20170111T110254,159.3,5547,212043,159.4,1198,364710
20170111T110254,159.3,5547,212043,159.4,1498,365010
20170111T110254,159.3,4933,211429,159.4,1498,365010
20170111T110254,159.3,4933,211429,159.4,1798,365310
20170111T110254,159.3,4933,212043,159.4,2098,365224
20170111T110254,159.3,4933,212043,159.4,2148,365274
20170111T110254,159.3,4933,212043,159.4,2748,366242
20170111T110254,159.3,4453,211563,159.4,2748,366242
20170111T110254,159.3,4453,211563,159.4,3348,366842
20170111T110254,159.3,4453,211563,159.4,3948,367442
20170111T110254,159.3,4453,211563,159.4,4255,367442
20170111T110254,159.3,4177,211287,159.4,4255,367442
20170111T110254,159.3,3800,210910,159.4,4255,367442
20170111T110254,159.3,3200,210310,159.4,4255,367442
20170111T110254,159.3,3200,210310,159.4,4460,367442
20170111T110254,159.3,3666,210776,159.4,4460,366945
20170111T110254,159.3,3966,211076,159.4,4460,366945
20170111T110254,159.3,3966,211076,159.4,7116,370144
20170111T110255,159.3,3966,211076,159.4,7659,370971
20170111T110255,159.3,3966,211076,159.4,6920,370232
20170111T110255,159.3,3966,211076,159.4,6548,369860
20170111T110255,159.3,3966,211076,159.4,5948,369260
20170111T110255,159.3,3966,210513,159.4,6783,370595
20170111T110256,159.3,3966,210883,159.4,4127,368051
20170111T110256,159.3,3966,210883,159.4,4077,368001
20170111T110256,159.3,3966,213271,159.4,4677,368601
20170111T110256,159.3,3966,213271,159.4,4727,368651
20170111T110257,159.3,3666,212971,159.4,4727,368651
20170111T110258,159.3,3066,212371,159.4,4727,368651
20170111T110258,159.3,2466,211771,159.4,4727,368651
20170111T110258,159.3,2000,211305,159.4,4727,368651
20170111T110258,159.3,1400,210705,159.4,4727,368651
20170111T110258,159.3,800,210705,159.4,4727,368651
20170111T110258,159.2,10278,209005,159.4,4727,368651
20170111T110258,159.2,10278,209305,159.4,5327,369251
20170111T110258,159.2,10278,209305,159.4,5277,369201
20170111T110258,159.2,9773,208800,159.4,5277,369201
20170111T110258,159.2,9466,209893,159.4,5277,369201
20170111T110258,159.2,9183,209610,159.4,5277,369201
20170111T110258,159.2,9183,218016,159.4,4677,368601
20170111T110258,159.2,8881,218897,159.4,4677,368603
20170111T110300,159.2,17766,228103,159.4,4677,368603
20170111T110303,159.3,300,228405,159.4,4677,368603
20170111T110303,159.3,800,228905,159.4,4677,368603
20170111T110303,159.3,1266,229371,159.4,4677,368603
20170111T110303,159.3,2066,229571,159.4,4677,368603
20170111T110303,159.3,2566,230178,159.4,4677,368603
20170111T110303,159.3,2066,229678,159.4,4677,368603
20170111T110303,159.3,2066,229678,159.4,4134,368060
20170111T110303,159.3,2066,229358,159.4,3534,367460
20170111T110303,159.3,2666,230279,159.4,3534,366760
20170111T110304,159.3,2966,230579,159.4,3534,366760
20170111T110304,159.3,2966,230579,159.4,3447,366673
20170111T110304,159.3,2966,230579,159.4,4247,367473
20170111T110304,159.3,3549,231162,159.4,4247,367473
20170111T110304,159.3,4249,231862,159.4,4247,367473
20170111T110304,159.3,4549,232162,159.4,4247,367473
20170111T110304,159.3,5149,232762,159.4,4247,367473
20170111T110304,159.3,5149,232762,159.4,3947,367173
20170111T110304,159.3,5149,232762,159.4,3147,366373
20170111T110304,159.3,5149,232762,159.4,2847,366073
20170111T110304,159.3,5149,232762,159.4,2247,365473
20170111T110304,159.3,5149,232762,159.4,1412,364638
20170111T110306,159.3,7633,235529,159.4,1412,364638
20170111T110307,159.3,7633,226644,159.4,1112,364338
20170111T110307,159.3,8233,227787,159.4,1112,362895
20170111T110307,159.3,8233,227787,159.4,512,362295
20170111T110307,159.3,8233,227787,159.4,205,361156
20170111T110307,159.3,8601,228155,159.4,205,360872
20170111T110307,159.3,9424,228978,159.4,205,360872
20170111T110307,159.3,9967,229521,159.4,205,360872
20170111T110307,159.3,9967,230360,159.5,7704,360667
20170111T110307,159.3,9267,229660,159.5,7704,360667
20170111T110307,159.3,9267,229660,159.5,7336,360299
20170111T110307,159.3,9881,229660,159.5,7336,361699
20170111T110307,159.3,10431,230210,159.5,7336,361699
20170111T110307,159.3,9881,229660,159.5,7336,361699
20170111T110307,159.3,9881,229660,159.4,184,361883
20170111T110309,159.3,9881,229660,159.4,635,360934
20170111T110309,159.3,9281,229060,159.4,635,360934
20170111T110309,159.3,9281,229060,159.4,1435,362634
20170111T110309,159.3,8738,228517,159.4,1435,362634
20170111T110309,159.3,8124,227903,159.4,1435,362634
20170111T110309,159.3,8124,227903,159.4,2035,363234
20170111T110309,159.3,8124,228517,159.4,2085,363284
20170111T110309,159.3,8124,228517,159.4,2035,363234
20170111T110309,159.3,8124,228517,159.4,2335,363902
20170111T110309,159.3,7756,228149,159.4,2335,363902
20170111T110310,159.3,7256,227649,159.4,2335,363902
20170111T110310,159.3,7256,227649,159.4,2635,364202
20170111T110310,159.3,7256,227649,159.4,2935,364502
20170111T110310,159.3,7256,227649,159.4,3535,365102
20170111T110310,159.3,7256,227649,159.4,3585,365152
20170111T110310,159.3,7256,227649,159.4,3535,365102
20170111T110310,159.3,7256,227649,159.4,4135,365702
20170111T110312,159.3,6790,227183,159.4,4135,366429
20170111T110312,159.3,6790,227183,159.4,4442,366736
20170111T110312,159.3,6790,227183,159.4,4492,366786
20170111T110313,159.3,6490,226883,159.4,4492,367070
20170111T110316,159.3,4006,224399,159.4,4492,367070
20170111T110316,159.3,3406,223799,159.4,4492,367070
20170111T110316,159.3,3106,223499,159.4,4492,367070
20170111T110316,159.3,2306,222699,159.4,4492,367070
20170111T110316,159.3,1706,222099,159.4,4492,367070
20170111T110316,159.3,1406,221799,159.4,4492,367070
20170111T110316,159.3,1406,221799,159.4,5035,368156
20170111T110316,159.3,1406,221256,159.4,5835,368956
20170111T110317,159.3,1506,221356,159.4,5835,368956
20170111T110323,159.3,683,220533,159.4,5835,368956
20170111T110323,159.3,2063,220791,159.4,5835,368956
20170111T110330,159.3,2863,222747,159.4,5835,368956
20170111T110330,159.3,2763,222647,159.4,5835,368956
20170111T110330,159.3,2666,222550,159.4,5835,368956
20170111T110330,159.3,1963,221847,159.4,5835,368956
20170111T110337,159.3,1963,221847,159.4,6069,368956
20170111T110337,159.3,1869,221753,159.4,6069,368956
20170111T110342,159.3,1796,221680,159.4,6069,368956
20170111T110347,159.3,2596,222480,159.4,6069,368956
20170111T110347,159.3,1796,221680,159.4,6069,368956
20170111T110347,159.3,1380,221264,159.4,6069,368956
20170111T110347,159.3,320,220204,159.4,6069,368956
20170111T110347,159.3,320,219881,159.4,6274,369161
20170111T110347,159.3,320,219881,159.4,6874,369761
20170111T110349,159.3,476,220037,159.4,6874,369761
20170111T110359,159.3,476,220037,159.4,6274,369161
20170111T110406,159.3,476,220037,159.4,6040,368927
20170111T110406,159.3,242,219803,159.4,6040,368927
20170111T110416,159.3,1042,220603,159.4,6040,368927
20170111T110417,159.3,242,219803,159.4,6040,368927
20170111T110417,159.3,1042,220603,159.4,6040,368927
20170111T110424,159.3,242,219803,159.4,6040,368927
20170111T110426,159.3,1042,220603,159.4,6040,368927
20170111T110427,159.3,242,219803,159.4,6040,368927
20170111T110427,159.3,1042,220603,159.4,6040,368927
20170111T110428,159.3,242,219803,159.4,6040,368927
20170111T110429,159.3,1042,220603,159.4,6040,368927
20170111T110430,159.3,242,219803,159.4,6040,368927
20170111T110442,159.3,1042,220603,159.4,6040,368927
20170111T110445,159.3,1508,221069,159.4,6040,368927
20170111T110450,159.3,1508,221354,159.4,6148,368927
20170111T110450,159.3,708,220554,159.4,6148,368927
20170111T110450,159.3,242,220088,159.4,6148,368927
20170111T110450,159.3,242,220088,159.4,6317,369096
20170111T110453,159.3,1042,220888,159.4,6317,369096
20170111T110454,159.3,242,220088,159.4,6317,369096
20170111T110500,159.3,1042,220888,159.4,6317,369096
20170111T110504,159.3,242,220088,159.4,6317,369531
20170111T110508,159.3,1042,220888,159.4,6317,369531
20170111T110512,159.3,1508,221354,159.4,6317,369531
20170111T110514,159.3,1508,221354,159.4,5774,368988
20170111T110522,159.3,1508,221354,159.4,6024,369238
20170111T110538,159.3,1508,221074,159.4,5819,369238
20170111T110538,159.3,1508,221074,159.4,6024,369238
20170111T110540,159.3,708,220274,159.4,6024,369238
20170111T110540,159.3,242,219808,159.4,6024,369238
20170111T110549,159.3,1042,220608,159.4,6024,369238
20170111T110551,159.3,242,219808,159.4,6024,369238
20170111T110556,159.3,1042,220608,159.4,6024,368803
20170111T110556,159.3,1042,220608,159.4,6582,369361
20170111T110556,159.3,242,219808,159.4,6582,369361
20170111T110557,159.3,484,219497,159.4,6582,369361
20170111T110600,159.3,1284,220297,159.4,6582,369361
20170111T110601,159.3,484,219497,159.4,6582,369361
20170111T110601,159.3,398,219411,159.4,6582,369361
20170111T110601,159.3,242,219255,159.4,6582,369361
20170111T110601,159.2,10073,219013,159.4,6582,369361
20170111T110601,159.2,10073,219013,159.4,7182,369961
20170111T110601,159.2,9473,218413,159.4,7182,369961
20170111T110601,159.2,9166,218906,159.4,7182,369961
20170111T110601,159.2,9166,218906,159.3,600,370561
20170111T110601,159.2,9166,219506,159.3,900,370861
20170111T110601,159.2,8881,219221,159.3,900,370861
20170111T110601,159.2,8281,218621,159.3,900,370861
20170111T110601,159.2,7728,217168,159.3,900,369553
20170111T110601,159.2,7728,217168,159.3,1105,369553
20170111T110601,159.2,7728,217168,159.3,805,367302
20170111T110601,159.2,7728,217168,159.3,205,366702
20170111T110601,159.2,7728,217168,159.4,7790,366497
20170111T110601,159.2,7114,216554,159.4,7790,366497
20170111T110601,159.3,600,217154,159.4,7790,366497
20170111T110601,159.3,600,217768,159.4,7176,367283
20170111T110601,159.3,600,217768,159.4,6808,366915
20170111T110601,159.3,600,218368,159.4,6208,366929
20170111T110601,159.3,600,218368,159.4,5408,366129
20170111T110601,159.2,8611,218051,159.4,5408,366298
20170111T110601,159.2,8611,218051,159.3,1896,368194
20170111T110601,159.2,8011,217451,159.3,1896,368194
20170111T110601,159.2,7397,216837,159.3,1896,368194
20170111T110601,159.2,7397,217451,159.3,1298,368864
20170111T110601,159.2,7114,217168,159.3,1298,367964
20170111T110602,159.2,7114,217168,159.3,601,366494
20170111T110602,159.2,7714,217768,159.3,601,366494
20170111T110602,159.2,8272,218326,159.3,601,367094
20170111T110602,159.2,5884,215938,159.3,601,367094
20170111T110602,159.2,6619,217231,159.3,601,367694
20170111T110603,159.2,7115,220115,159.3,601,368454
20170111T110604,159.2,7115,220115,159.4,6539,367853
20170111T110604,159.2,7115,220115,159.3,1896,369749
20170111T110604,159.2,6515,219515,159.3,1896,369749
20170111T110604,159.2,7129,219515,159.3,1896,371149
20170111T110604,159.2,6515,218901,159.3,1896,371149
20170111T110604,159.2,6515,219515,159.3,2696,371949
20170111T110608,159.2,6515,219515,159.3,2865,370851
20170111T110608,159.2,5957,218957,159.3,2865,370851
20170111T110614,159.2,5957,218957,159.3,969,368955
20170111T110614,159.2,5957,218957,159.3,2865,370851
20170111T110614,159.2,5957,218957,159.3,2065,370051
20170111T110614,159.2,5957,218957,159.3,1896,369882
20170111T110614,159.2,5957,218957,159.3,927,368913
20170111T110614,159.2,6515,219515,159.3,927,368913
20170111T110614,159.2,6515,219515,159.3,10,367396
20170111T110614,159.2,6515,220115,159.4,5939,366486
20170111T110614,159.2,6515,220115,159.3,1896,368382
20170111T110614,159.2,6515,220415,159.3,1280,367766
20170111T110614,159.2,6515,220415,159.3,814,367300
20170111T110614,159.2,7115,220415,159.3,814,367300
20170111T110614,159.2,7715,220401,159.3,814,367300
20170111T110614,159.2,7115,219801,159.3,814,367300
20170111T110614,159.2,7729,220415,159.3,814,368700
20170111T110614,159.2,7115,219801,159.3,814,368700
20170111T110614,159.2,7115,220415,159.3,537,368423
20170111T110614,159.2,6515,219815,159.3,537,366471
20170111T110614,159.2,7001,220301,159.3,537,366471
20170111T110614,159.2,7001,220301,159.3,1896,367830
20170111T110614,159.2,7001,219401,159.4,5689,365934
20170111T110614,159.2,7001,219401,159.3,1896,367830
20170111T110614,159.2,7601,220001,159.3,1896,367830
20170111T110614,159.2,8215,220001,159.3,1896,367830
20170111T110614,159.2,7601,219387,159.3,1896,367830
20170111T110615,159.2,6866,219266,159.3,1896,367830
20170111T110615,159.2,6308,218708,159.3,1896,368130
20170111T110615,159.2,6308,218708,159.3,2696,370130
20170111T110615,159.2,5708,218108,159.3,2696,370130
20170111T110615,159.2,5708,218108,159.3,1896,369330
20170111T110615,159.2,6308,218708,159.3,1896,367930
20170111T110617,159.2,6408,218808,159.3,1896,367930
20170111T110618,159.2,6408,218808,159.3,2491,369379
20170111T110618,159.2,6408,218808,159.3,3291,370179
20170111T110620,159.2,8075,220475,159.3,3291,370179
20170111T110620,159.2,8075,220475,159.3,2491,369379
20170111T110622,159.2,8260,220660,159.3,2491,369379
20170111T110627,159.2,8260,220660,159.3,1896,368784
20170111T110627,159.2,8260,220660,159.4,6289,366888
20170111T110627,159.2,8260,220660,159.3,1896,368784
20170111T110627,159.2,8818,220604,159.3,1896,368784
20170111T110627,159.2,9432,221218,159.3,1896,368784
20170111T110627,159.2,8818,220604,159.3,1896,370184
20170111T110627,159.2,8818,221218,159.3,991,369279
20170111T110627,159.2,8818,221218,159.3,1503,369791
20170111T110633,159.2,8218,220618,159.3,1503,368391
20170111T110633,159.2,7660,220060,159.3,1503,368391
20170111T110633,159.2,7660,220060,159.3,2303,369191
20170111T110633,159.2,7660,220060,159.3,2903,369791
20170111T110633,159.2,7660,220060,159.3,2953,369841
20170111T110633,159.2,7660,220060,159.3,2903,369791
20170111T110635,159.2,7893,220293,159.3,2903,369791
20170111T110643,159.2,6226,218626,159.3,2903,369791
20170111T110643,159.2,6226,218626,159.3,3203,370091
20170111T110643,159.2,6226,218626,159.3,3803,370691
20170111T110643,159.2,6226,218626,159.3,4103,370991
20170111T110643,159.2,6226,218626,159.3,4703,371591
20170111T110643,159.2,6226,218626,159.3,4753,371641
20170111T110643,159.2,6226,218626,159.3,5053,371941
20170111T110643,159.2,6226,218626,159.3,5003,371891
20170111T110643,159.2,6226,218626,159.3,5571,372459
20170111T110653,159.2,5426,217826,159.3,5571,373313
20170111T110653,159.2,4776,217176,159.3,5571,373313
20170111T110653,159.2,4776,217176,159.3,5878,373313
20170111T110653,159.2,4776,217176,159.3,5928,373363
20170111T110653,159.2,4176,216576,159.3,5928,373363
20170111T110653,159.2,3900,216300,159.3,5928,373363
20170111T110655,159.2,3900,216968,159.3,6036,373363
20170111T110656,159.2,3900,217036,159.3,6818,374145
20170111T110658,159.2,3300,216436,159.3,6818,374145
20170111T110658,159.2,2700,215836,159.3,6818,374708
20170111T110658,159.2,2700,216436,159.3,7381,375271
20170111T110658,159.2,2100,215836,159.3,7381,375271
20170111T110658,159.2,1578,215314,159.3,7381,375271
20170111T110658,159.2,1500,215236,159.3,7381,375271
20170111T110658,159.2,1004,214187,159.3,7381,375271
20170111T110658,159.2,518,213701,159.3,7381,375271
20170111T110658,159.2,418,213601,159.3,7381,375271
20170111T110658,159.2,233,213416,159.3,7381,375271
20170111T110658,159.1,9656,213183,159.3,7381,375271
20170111T110658,159.1,9656,213183,159.3,7981,375871
20170111T110658,159.1,9656,212283,159.2,600,376471
20170111T110658,159.1,9656,212283,159.2,900,376771
20170111T110658,159.1,9656,212283,159.2,1500,377371
20170111T110658,159.1,9656,212283,159.2,2300,378171
20170111T110658,159.1,9656,212283,159.2,2600,378471
20170111T110658,159.1,9656,212283,159.2,3200,379071
20170111T110658,159.1,9656,212283,159.2,2600,378421
20170111T110658,159.1,9349,212776,159.2,2600,377821
20170111T110658,159.1,9066,212493,159.2,2600,377821
20170111T110658,159.1,8538,211965,159.2,2600,377821
20170111T110658,159.1,7938,211365,159.2,2600,375807
20170111T110658,159.1,7938,211365,159.2,2000,374607
20170111T110658,159.1,7324,210751,159.2,2000,375313
20170111T110658,159.1,7324,210751,159.2,1700,375013
20170111T110658,159.1,6954,209863,159.2,1700,375013
20170111T110658,159.1,6954,209863,159.2,1100,373861
20170111T110658,159.1,6954,209863,159.2,800,373561
20170111T110658,159.1,6954,209863,159.2,200,372961
20170111T110658,159.1,6954,209863,159.3,8401,372761
20170111T110658,159.1,7568,209863,159.3,8401,372761
20170111T110658,159.2,500,210363,159.3,8401,374161
20170111T110658,159.2,500,210963,159.3,7801,373561
