time,bid,bid_depth,bid_depth_total,offer,offer_depth,offer_depth_total
20170111T124123,159.2,300,243919,159.3,7665,363401
20170111T124123,159.2,300,243919,159.3,7153,362889
20170111T124123,159.2,1000,244619,159.3,7153,362889
20170111T124123,159.2,1300,244919,159.3,7153,362889
20170111T124123,159.2,1900,243505,159.3,7153,364289
20170111T124123,159.2,1900,244119,159.3,6539,363675
20170111T124123,159.2,2546,244765,159.3,6539,363675
20170111T124123,159.2,1846,244065,159.3,6539,363675
20170111T124123,159.2,2446,244365,159.3,6539,363675
20170111T124123,159.2,3246,245165,159.3,6539,363675
20170111T124123,159.2,3846,245765,159.3,6539,363675
20170111T124123,159.2,4446,246365,159.3,6539,364289
20170111T124123,159.2,4446,246365,159.3,5939,363689
20170111T124123,159.2,4446,245403,159.3,5575,362470
20170111T124123,159.2,4746,245703,159.3,5575,362470
20170111T124123,159.2,5284,246241,159.3,5575,364270
20170111T124123,159.2,4984,245496,159.3,5575,364270
20170111T124125,159.2,4984,246276,159.3,5861,367661
20170111T124125,159.2,4384,245676,159.3,5861,367661
20170111T124126,159.2,3738,245030,159.3,5861,367661
20170111T124133,159.2,4478,237827,159.3,5861,367661
20170111T124133,159.2,5078,238427,159.3,5861,367661
20170111T124133,159.2,4478,237827,159.3,5861,367661
20170111T124148,159.2,4178,236704,159.3,5861,367659
20170111T124158,159.2,4478,239179,159.3,5861,367659
20170111T124208,159.2,3678,238379,159.3,5861,367659
20170111T124214,159.2,3378,238079,159.3,5861,367659
20170111T124217,159.2,3978,236504,159.3,5861,367659
20170111T124217,159.2,4778,237435,159.3,5861,367659
20170111T124221,159.2,5078,237735,159.3,5861,367659
20170111T124221,159.2,5462,238119,159.3,5861,367659
20170111T124221,159.2,6112,238769,159.3,5861,367659
20170111T124221,159.2,5462,238119,159.3,5861,367659
20170111T124230,159.2,5762,238419,159.3,5861,367659
20170111T124237,159.2,5871,238448,159.3,5861,367659
20170111T124238,159.2,5571,238148,159.3,5861,367659
20170111T124307,159.2,5571,238148,159.3,5493,367291
20170111T124313,159.2,5871,238448,159.3,5493,367752
20170111T124315,159.2,5571,238017,159.3,5493,367752
20170111T124316,159.2,5871,238317,159.3,5493,367752
20170111T124334,159.2,5744,238321,159.3,5493,367752
20170111T124342,159.2,5804,238321,159.3,5493,367752
20170111T124342,159.2,6294,238811,159.3,5493,367752
20170111T124342,159.2,5804,238321,159.3,5493,367752
20170111T124350,159.2,5804,238190,159.3,4693,366952
20170111T124353,159.2,5804,238321,159.3,5493,367752
20170111T124356,159.2,5804,238321,159.3,4693,366952
20170111T124357,159.2,5804,238321,159.3,5493,367752
20170111T124358,159.2,5804,238321,159.3,5207,367466
20170111T124358,159.2,5804,238321,159.3,4607,366866
20170111T124358,159.2,5804,238321,159.3,4307,366566
20170111T124358,159.2,5804,238321,159.3,3507,365766
20170111T124358,159.2,5804,238321,159.3,2907,365166
20170111T124358,159.2,5804,238321,159.3,2607,364866
20170111T124358,159.2,5804,238321,159.3,2307,364566
20170111T124358,159.2,5804,238321,159.3,2000,364259
20170111T124358,159.2,6593,239110,159.3,2000,364566
20170111T124358,159.2,7193,239710,159.3,2000,364566
20170111T124359,159.2,7193,239710,159.4,7225,362566
20170111T124359,159.3,600,240310,159.4,7225,362566
20170111T124359,159.3,1200,240910,159.4,7225,362566
20170111T124359,159.3,1800,241510,159.4,7225,362566
20170111T124359,159.3,2600,242310,159.4,7225,362566
20170111T124359,159.3,2900,242610,159.4,7225,362566
20170111T124359,159.3,2900,241810,159.4,6662,363403
20170111T124359,159.3,2900,241810,159.4,6062,362803
20170111T124359,159.3,2306,241216,159.4,6062,362803
20170111T124359,159.3,2306,240002,159.4,5448,362189
20170111T124359,159.3,2956,241266,159.4,5448,362189
20170111T124359,159.3,2356,240666,159.4,5448,362189
20170111T124359,159.3,2350,240660,159.4,5448,362189
20170111T124359,159.3,2050,239760,159.4,5448,362189
20170111T124359,159.3,1400,239110,159.4,5448,362189
20170111T124359,159.3,1400,239663,159.4,4885,362240
20170111T124359,159.3,2000,240263,159.4,4885,362240
20170111T124359,159.3,2300,238748,159.4,4885,360769
20170111T124359,159.3,2853,239301,159.4,4885,359914
20170111T124359,159.3,2553,236392,159.4,4885,360814
20170111T124359,159.3,3063,236902,159.4,4885,360814
20170111T124359,159.3,3063,237033,159.4,4585,361067
20170111T124359,159.3,3063,237033,159.4,3985,360467
20170111T124359,159.3,3063,237033,159.4,3685,360167
20170111T124359,159.3,3063,237033,159.4,3470,359952
20170111T124359,159.3,3363,237333,159.4,3470,359952
20170111T124359,159.3,3363,237333,159.4,3770,360252
20170111T124359,159.3,3963,237933,159.4,3770,360252
20170111T124359,159.3,4263,238233,159.4,3770,360252
20170111T124359,159.3,4263,238233,159.4,3170,359652
20170111T124359,159.3,4563,238533,159.4,3170,359652
20170111T124359,159.3,5263,239233,159.4,3170,359652
20170111T124359,159.3,4563,238533,159.4,3170,359652
20170111T124359,159.3,4563,238533,159.4,3470,359952
20170111T124359,159.3,4563,238533,159.4,3801,360283
20170111T124359,159.3,4563,238533,159.4,4401,360883
20170111T124359,159.3,4263,238233,159.4,4401,360883
20170111T124400,159.3,3463,228387,159.4,4401,360883
20170111T124401,159.3,4263,231364,159.4,4401,362894
20170111T124401,159.3,3463,230562,159.4,4401,362894
20170111T124405,159.3,4263,231100,159.4,4401,364602
20170111T124405,159.3,3463,230300,159.4,4401,364600
20170111T124405,159.3,4263,231100,159.4,4401,364600
20170111T124405,159.3,3463,230300,159.4,4401,364600
20170111T124405,159.3,4263,231100,159.4,4401,364600
20170111T124406,159.3,4524,231361,159.4,4401,364600
20170111T124406,159.3,5024,231861,159.4,4401,364600
20170111T124406,159.3,4524,231361,159.4,4401,364600
20170111T124408,159.3,4524,230977,159.4,4685,364884
20170111T124408,159.3,4524,230977,159.4,5385,365584
20170111T124408,159.3,3724,230177,159.4,5385,365584
20170111T124408,159.3,4524,230977,159.4,5385,365584
20170111T124409,159.3,3724,230177,159.4,5385,365584
20170111T124409,159.3,4524,230977,159.4,5385,365584
20170111T124411,159.3,4524,230188,159.4,5000,365199
20170111T124411,159.3,4524,230188,159.4,4700,364899
20170111T124411,159.3,4524,230188,159.4,4513,364712
20170111T124411,159.3,4524,230188,159.4,4182,364381
20170111T124411,159.3,4524,230188,159.4,3482,363681
20170111T124411,159.3,4824,230488,159.4,3482,363681
20170111T124411,159.3,4824,230488,159.4,3052,363251
20170111T124411,159.3,4824,230488,159.4,2636,362835
20170111T124411,159.3,4824,230488,159.4,2036,362235
20170111T124411,159.3,4824,230488,159.4,1991,362190
20170111T124415,159.3,4824,230357,159.4,2020,362680
20170111T124418,159.3,4824,230357,159.4,1969,361729
20170111T124418,159.3,4824,230357,159.4,1220,360980
20170111T124418,159.3,4824,230357,159.4,920,360680
20170111T124418,159.3,4824,229925,159.4,613,360012
20170111T124418,159.3,4824,229925,159.4,313,359712
20170111T124418,159.3,4824,229925,159.4,59,359458
20170111T124418,159.3,5424,230525,159.4,59,359458
20170111T124418,159.3,4824,229925,159.4,59,359504
20170111T124418,159.3,4824,229367,159.4,29,359474
20170111T124418,159.3,4824,229367,159.4,313,359758
20170111T124418,159.3,4824,229367,159.4,284,359729
20170111T124418,159.3,4824,229367,159.5,4757,359445
20170111T124418,159.4,99,229466,159.5,4757,359445
20170111T124418,159.4,699,230066,159.5,4757,359445
20170111T124418,159.4,699,229452,159.5,4224,360312
20170111T124418,159.4,699,229452,159.5,3624,359712
20170111T124418,159.4,699,230066,159.5,3010,359098
20170111T124418,159.4,699,230066,159.5,3310,359398
20170111T124418,159.4,699,228883,159.5,3910,360612
20170111T124418,159.4,699,228883,159.5,4510,361212
20170111T124418,159.4,699,228883,159.5,4810,361512
20170111T124418,159.4,699,228883,159.5,5110,361812
20170111T124418,159.4,699,229436,159.5,5660,362362
20170111T124418,159.4,830,229436,159.5,5660,370445
20170111T124418,159.4,830,229436,159.5,5346,370131
20170111T124418,159.4,731,229337,159.5,5346,370131
20170111T124418,159.4,131,228370,159.5,5346,370131
20170111T124420,159.4,131,229055,159.5,6439,372458
20170111T124420,159.4,485,229409,159.5,6439,372458
20170111T124427,159.4,1257,230181,159.5,6439,374155
20170111T124429,159.4,1857,230781,159.5,6439,374155
20170111T124429,159.4,2507,231431,159.5,6439,374155
20170111T124429,159.4,1857,230781,159.5,6439,374155
20170111T124429,159.4,2157,231081,159.5,6439,374155
20170111T124429,159.4,2457,231381,159.5,6439,374155
20170111T124429,159.4,3257,230981,159.5,6439,374155
20170111T124429,159.4,3807,231531,159.5,6439,374155
20170111T124429,159.4,4407,232131,159.5,6439,374155
20170111T124429,159.4,3857,231581,159.5,6439,374155
20170111T124429,159.4,3857,231581,159.5,5839,373555
20170111T124430,159.4,4157,231281,159.5,5839,373555
20170111T124431,159.4,4433,230996,159.5,5839,373555
20170111T124431,159.4,5033,231596,159.5,5839,373555
20170111T124431,159.4,4433,230996,159.5,5839,373555
20170111T124432,159.4,4433,230996,159.5,5311,373027
20170111T124433,159.4,3633,230194,159.5,5311,373027
20170111T124434,159.4,3333,229894,159.5,5311,373027
20170111T124440,159.4,4133,230694,159.5,5311,373027
20170111T124440,159.4,4433,230994,159.5,5311,373027
20170111T124444,159.4,4133,230694,159.5,5311,372206
20170111T124444,159.4,4002,230563,159.5,5311,372206
20170111T124445,159.4,3202,229894,159.5,5311,372206
20170111T124446,159.4,4002,230694,159.5,5311,372206
20170111T124447,159.4,3202,229894,159.5,5311,372206
20170111T124450,159.4,4002,230694,159.5,5311,373059
20170111T124456,159.4,4002,230694,159.5,4511,372259
20170111T124456,159.4,4002,230694,159.5,4050,371798
20170111T124456,159.4,4002,230694,159.5,3743,371491
20170111T124456,159.4,4002,230694,159.5,3461,371209
20170111T124456,159.4,4302,230994,159.5,3461,371209
20170111T124456,159.4,4302,230994,159.5,3443,371191
20170111T124456,159.4,4302,230994,159.5,3143,370891
20170111T124456,159.4,4302,230994,159.5,2593,370341
20170111T124456,159.4,4302,230994,159.5,1993,369741
20170111T124456,159.4,4302,230994,159.5,1393,369141
20170111T124456,159.4,4860,231552,159.5,1393,369141
20170111T124456,159.4,4860,231552,159.5,1093,367941
20170111T124456,159.4,4860,231552,159.5,193,366503
20170111T124456,159.4,5460,231630,159.5,193,367403
20170111T124456,159.4,6010,231580,159.5,193,367403
20170111T124456,159.4,6010,231580,159.5,362,367572
20170111T124456,159.4,5410,230980,159.5,362,367572
20170111T124457,159.4,7751,232783,159.5,362,353932
20170111T124459,159.4,7882,232783,159.5,362,369108
20170111T124501,159.4,7882,232783,159.5,169,368915
20170111T124501,159.4,8482,233383,159.5,169,368915
20170111T124502,159.4,8482,233383,159.5,358,369104
20170111T124502,159.4,9536,234437,159.5,358,369104
20170111T124514,159.4,9405,234923,159.5,358,369104
20170111T124514,159.4,9536,235054,159.5,358,369103
20170111T124518,159.4,9736,234654,159.5,358,369103
20170111T124522,159.4,8682,233600,159.5,358,369338
20170111T124525,159.4,6341,231259,159.5,358,369338
20170111T124525,159.4,6341,231259,159.5,1158,370138
20170111T124525,159.4,5741,230659,159.5,1158,370138
20170111T124526,159.4,5741,230659,159.5,989,369969
20170111T124526,159.4,5741,230659,159.5,800,369780
20170111T124526,159.4,5741,230659,159.5,579,369559
20170111T124526,159.4,5741,230659,159.6,5378,369538
20170111T124526,159.4,6202,230659,159.6,5378,369538
20170111T124526,159.4,6802,231259,159.6,5378,369538
20170111T124526,159.4,6802,230338,159.6,4578,369338
20170111T124526,159.4,7109,230645,159.6,4578,369338
20170111T124526,159.4,7723,231259,159.6,4578,370138
20170111T124526,159.4,7723,231259,159.6,5378,370938
20170111T124526,159.4,7723,231259,159.5,214,371152
20170111T124526,159.4,7109,230645,159.5,214,371152
20170111T124526,159.4,6802,230338,159.5,214,371152
20170111T124526,159.4,6802,230952,159.5,1014,371952
20170111T124526,159.4,6202,230352,159.5,1014,371952
20170111T124535,159.4,5952,230102,159.5,1014,370552
20170111T124535,159.4,5152,229302,159.5,1014,370552
20170111T124535,159.4,4594,228744,159.5,1014,370552
20170111T124535,159.4,4044,228194,159.5,1014,370552
20170111T124536,159.4,4602,228752,159.5,1014,370552
20170111T124536,159.4,5402,229552,159.5,1014,370552
20170111T124537,159.4,5402,229552,159.5,800,370338
20170111T124537,159.4,5402,229552,159.5,626,370164
20170111T124537,159.4,5402,229552,159.6,5378,369538
20170111T124537,159.4,5709,229245,159.6,5378,370938
20170111T124537,159.4,6323,229859,159.6,5378,370938
20170111T124537,159.4,6823,230359,159.6,5378,370938
20170111T124537,159.4,7423,230959,159.6,5378,370938
20170111T124537,159.4,7423,230959,159.6,6378,370938
20170111T124537,159.4,7423,230959,159.6,5378,370368
20170111T124541,159.4,7423,230959,159.6,5876,371719
20170111T124543,159.4,7423,230959,159.6,6876,371719
20170111T124544,159.4,7423,230959,159.6,5876,371719
20170111T124544,159.4,7292,230828,159.6,5876,371969
20170111T124544,159.4,7423,230959,159.6,5876,371969
20170111T124545,159.4,26519,250055,159.6,5876,371969
20170111T124550,159.4,26519,250055,159.6,6876,371970
20170111T124551,159.4,26519,250055,159.6,5876,371970
20170111T124557,159.4,26519,250055,159.6,6876,371970
20170111T124557,159.4,26519,250055,159.6,5876,371970
20170111T124558,159.4,26519,250055,159.6,5378,371472
20170111T124559,159.4,26519,250055,159.5,5796,377268
20170111T124559,159.4,26519,250055,159.5,6396,377868
20170111T124559,159.4,25905,249441,159.5,6396,377268
20170111T124559,159.4,25905,249441,159.5,7196,378068
20170111T124559,159.4,25598,249134,159.5,7196,378068
20170111T124559,159.4,24998,248534,159.5,7196,377268
20170111T124559,159.4,24198,247734,159.5,7196,377268
20170111T124559,159.4,23698,247848,159.5,7196,377568
20170111T124559,159.4,23698,247848,159.5,5930,376585
20170111T124559,159.4,23698,247848,159.5,5330,375985
20170111T124559,159.4,23698,247848,159.5,4530,375185
20170111T124559,159.4,23698,247848,159.6,5661,370655
20170111T124559,159.4,24312,247848,159.6,5661,372055
20170111T124559,159.4,24619,248155,159.6,5661,372055
20170111T124559,159.4,24619,248155,159.6,5378,371772
20170111T124559,159.4,24619,248155,159.6,4820,371214
20170111T124559,159.4,24619,248155,159.6,4220,370614
20170111T124559,159.5,600,248755,159.6,4220,370614
20170111T124559,159.5,600,248755,159.6,4520,370914
20170111T124559,159.5,600,248755,159.6,4820,371214
20170111T124559,159.5,600,248755,159.6,5420,371814
20170111T124559,159.5,600,248755,159.6,4806,371200
20170111T124559,159.4,26582,248118,159.6,4806,371200
20170111T124559,159.4,25982,248558,159.6,4806,370356
20170111T124559,159.4,26582,249158,159.6,4806,370356
20170111T124559,159.4,26582,249158,159.6,5596,371146
20170111T124600,159.4,26582,249158,159.6,5058,371208
20170111T124601,159.5,398,249916,159.6,5058,373221
20170111T124601,159.5,961,249014,159.6,5058,373221
20170111T124601,159.5,1312,249089,159.6,5058,373221
20170111T124602,159.5,1312,249415,159.6,5344,374070
20170111T124605,159.5,2084,230319,159.6,5344,374070
20170111T124605,159.5,2684,230919,159.6,5344,374070
20170111T124605,159.5,2084,230319,159.6,5344,374070
20170111T124605,159.5,2220,230322,159.6,5344,374070
20170111T124608,159.5,1822,229924,159.6,5344,374070
20170111T124612,159.5,1259,229361,159.6,5344,374070
20170111T124615,159.5,908,229011,159.6,5344,374070
20170111T124615,159.5,258,228361,159.6,5344,374070
20170111T124615,159.5,258,228361,159.6,5907,374633
20170111T124615,159.5,136,228239,159.6,5907,374633
20170111T124615,159.4,7077,228103,159.6,5907,374633
20170111T124615,159.4,7077,228103,159.6,6507,375233
20170111T124615,159.4,6777,226903,159.6,6507,375233
20170111T124615,159.4,6214,226340,159.6,6507,375233
20170111T124615,159.4,5614,225740,159.6,6507,375233
20170111T124615,159.4,5614,225740,159.6,7007,375733
20170111T124615,159.4,5614,225740,159.5,500,376233
20170111T124615,159.4,5014,225140,159.5,500,376233
20170111T124615,159.4,5314,226240,159.5,500,376233
20170111T124615,159.4,5314,226840,159.5,800,376533
20170111T124615,159.4,5314,226840,159.5,1100,376833
20170111T124615,159.4,5314,226840,159.5,600,376333
20170111T124615,159.4,4756,226282,159.5,600,376333
20170111T124615,159.4,4756,226282,159.5,1200,375719
20170111T124615,159.4,4756,226282,159.5,2000,376519
20170111T124615,159.4,4756,226282,159.5,2300,376819
20170111T124615,159.4,4142,225668,159.5,2300,376033
20170111T124615,159.4,3835,225361,159.5,2300,376333
20170111T124615,159.4,3535,225061,159.5,2300,376333
20170111T124615,159.4,2735,224261,159.5,2300,376333
20170111T124615,159.4,2735,224261,159.5,2900,376933
20170111T124615,159.4,2435,223961,159.5,2900,376933
20170111T124615,159.4,2562,224088,159.5,2900,376933
20170111T124615,159.4,2562,224702,159.5,3500,377833
20170111T124615,159.4,2435,224575,159.5,3500,377833
20170111T124615,159.4,2735,224875,159.5,3500,378396
20170111T124615,159.4,2735,224875,159.5,4063,378959
20170111T124615,159.4,2735,224875,159.5,4563,379459
20170111T124615,159.4,2435,224575,159.5,4563,379459
20170111T124615,159.4,1974,224114,159.5,4563,379459
20170111T124615,159.4,1870,224010,159.5,4563,379459
20170111T124615,159.4,1870,224010,159.5,4585,380081
20170111T124616,159.4,1270,223410,159.5,4585,380081
20170111T124616,159.4,670,222257,159.5,4585,380081
20170111T124616,159.4,370,221957,159.5,4585,380081
20170111T124616,159.4,170,221757,159.5,4585,380081
20170111T124616,159.3,6642,221587,159.5,4585,380081
20170111T124616,159.3,6642,220687,159.5,5185,380681
20170111T124616,159.3,6642,220687,159.5,5492,380988
20170111T124616,159.3,6042,220087,159.5,5492,380988
20170111T124616,159.3,6042,221487,159.5,4992,380488
20170111T124616,159.3,6042,221487,159.5,5492,380988
20170111T124616,159.3,6042,221487,159.5,4992,380488
20170111T124616,159.3,5795,221240,159.5,4992,380488
20170111T124616,159.3,5795,221240,159.5,4392,379888
20170111T124616,159.4,600,221840,159.5,4392,379888
20170111T124616,159.4,900,222140,159.5,4392,379888
20170111T124616,159.4,600,222980,159.5,4392,379888
20170111T124616,159.4,600,222871,159.5,4458,379954
20170111T124616,159.4,600,222871,159.5,4392,379888
20170111T124620,159.4,900,222159,159.5,4392,379888
20170111T124623,159.4,1700,223383,159.5,4392,379602
20170111T124623,159.4,2300,224546,159.5,4392,379602
20170111T124623,159.4,3000,225246,159.5,4392,379602
20170111T124623,159.4,2300,224546,159.5,4392,379602
20170111T124624,159.4,2300,224546,159.5,3792,379002
20170111T124626,159.4,2300,224546,159.5,3229,378439
20170111T124626,159.4,1500,223746,159.5,3229,378439
20170111T124632,159.4,1500,223869,159.5,3829,379039
20170111T124633,159.4,900,223269,159.5,3829,379039
20170111T124633,159.4,600,222969,159.5,3829,379039
20170111T124637,159.4,600,222969,159.5,3879,379089
20170111T124637,159.4,600,222969,159.5,3829,379039
20170111T124637,159.4,99,222468,159.5,3829,379039
20170111T124637,159.4,99,222468,159.5,4392,379602
20170111T124637,159.3,7145,222369,159.5,4392,379602
20170111T124637,159.3,6545,221769,159.5,4392,379602
20170111T124637,159.3,6301,222925,159.5,4392,379602
20170111T124637,159.3,5738,222362,159.5,4392,379602
20170111T124637,159.3,5738,222362,159.5,4992,380202
20170111T124637,159.3,5738,222362,159.5,4392,379602
20170111T124637,159.4,748,223110,159.5,4392,379602
20170111T124638,159.4,1048,224010,159.5,4392,379602
20170111T124641,159.4,1348,223474,159.5,4392,379602
20170111T124641,159.4,1948,224074,159.5,4392,379602
20170111T124641,159.4,2648,224774,159.5,4392,379602
20170111T124641,159.4,3248,225374,159.5,4392,379602
20170111T124641,159.4,2548,224674,159.5,4392,379602
20170111T124641,159.4,2548,224674,159.5,3829,379039
20170111T124641,159.4,2548,224674,159.5,3522,378732
20170111T124641,159.4,3348,225605,159.5,3522,378732
20170111T124643,159.4,2649,225178,159.5,3522,378732
20170111T124643,159.4,1849,224378,159.5,3522,378732
20170111T124643,159.4,2412,224941,159.5,3522,378732
20170111T124643,159.4,2412,224941,159.5,4085,379295
20170111T124643,159.4,1849,224378,159.5,4085,379295
20170111T124646,159.4,2201,224476,159.5,4085,379295
20170111T124646,159.4,2201,224607,159.5,3485,378695
20170111T124646,159.4,3001,225407,159.5,3485,378695
20170111T124646,159.4,3301,225707,159.5,3485,378695
20170111T124646,159.4,3301,225707,159.5,3185,378395
20170111T124646,159.4,3301,225707,159.5,2622,377832
20170111T124646,159.4,3901,226307,159.5,2622,377832
20170111T124646,159.4,3901,226307,159.5,2322,377532
20170111T124646,159.4,3901,226307,159.5,1722,376932
20170111T124646,159.4,4464,226870,159.5,1722,376932
20170111T124646,159.4,4464,226870,159.5,1122,376332
20170111T124646,159.4,4464,226870,159.5,322,375532
20170111T124646,159.4,4464,226870,159.5,22,375232
20170111T124646,159.4,4464,226870,159.6,7898,375210
20170111T124646,159.4,5078,226870,159.6,7898,376010
20170111T124646,159.4,5078,226870,159.6,7298,375110
20170111T124646,159.4,5078,226870,159.6,6735,374547
20170111T124646,159.5,490,227360,159.6,6735,374547
20170111T124646,159.4,5678,227470,159.6,6735,374547
20170111T124646,159.4,5678,227470,159.6,6121,373933
20170111T124646,159.4,5985,227177,159.6,6121,373933
20170111T124646,159.4,6585,226977,159.6,6121,373933
20170111T124646,159.4,7046,227438,159.6,6121,373933
20170111T124646,159.4,7046,228038,159.6,6735,374547
20170111T124646,159.4,7046,229350,159.5,600,375147
20170111T124646,159.4,7046,229350,159.6,6235,374047
20170111T124646,159.4,7046,229350,159.6,5445,373257
20170111T124646,159.4,6432,228736,159.6,5445,373257
20170111T124646,159.4,6125,228429,159.6,5445,373257
20170111T124646,159.4,6739,229043,159.6,5445,373257
20170111T124646,159.4,6139,228312,159.6,5445,373257
20170111T124646,159.4,5539,227712,159.6,5445,373257
20170111T124646,159.4,5490,227663,159.6,5445,373257
20170111T124647,159.4,5490,228094,159.6,6045,373857
20170111T124647,159.4,4890,227494,159.6,6045,373857
20170111T124649,159.4,4890,227494,159.6,6330,374742
20170111T124655,159.4,9176,231780,159.6,6330,375582
20170111T124658,159.4,9176,231911,159.6,7730,375582
20170111T124659,159.4,9578,232313,159.6,7730,375582
20170111T124713,159.4,10178,232913,159.6,7730,375582
20170111T124737,159.4,10178,232913,159.5,616,376198
20170111T124737,159.4,10178,232913,159.5,1166,376748
20170111T124737,159.4,9564,232299,159.5,1166,376748
20170111T124737,159.4,8964,231699,159.5,1166,376748
20170111T124737,159.4,8964,232313,159.5,616,375310
20170111T124737,159.4,8964,232313,159.5,1416,376110
20170111T124738,159.4,8964,232313,159.5,1956,376950
20170111T124739,159.4,8401,231750,159.5,1956,376950
20170111T124742,159.4,4115,227464,159.5,1956,377950
20170111T124742,159.4,3815,227164,159.5,1956,377950
20170111T124742,159.4,3815,227164,159.5,2256,378250
20170111T124742,159.4,3815,227164,159.5,2856,378850
20170111T124742,159.4,3815,227164,159.5,3456,379450
20170111T124742,159.4,3815,227164,159.5,3756,379750
20170111T124742,159.4,3815,227164,159.5,4056,380050
20170111T124742,159.4,3815,227164,159.5,4568,380562
20170111T124742,159.4,3815,227164,159.5,5168,381162
20170111T124742,159.4,3815,227164,159.5,4568,380562
20170111T124742,159.4,3815,227164,159.5,5168,381162
20170111T124742,159.4,3515,226864,159.5,5168,381162
20170111T124742,159.4,2715,226064,159.5,5168,381162
20170111T124742,159.4,2254,225603,159.5,5168,381162
20170111T124742,159.4,1654,225003,159.5,5168,381162
20170111T124742,159.4,1654,225003,159.5,5962,382240
20170111T124742,159.4,1654,225003,159.5,6612,382890
20170111T124748,159.4,1654,225003,159.5,6897,382890
20170111T124748,159.4,1354,224703,159.5,6897,382890
20170111T124748,159.4,754,224103,159.5,6897,382890
20170111T124749,159.4,1354,224703,159.5,6897,382890
20170111T124749,159.4,2154,225503,159.5,6897,382890
20170111T124749,159.4,2154,225503,159.5,6281,382274
20170111T124749,159.4,2154,225503,159.5,5481,381474
20170111T124749,159.4,2154,225503,159.5,5425,381418
20170111T124749,159.4,2754,226103,159.5,5425,381418
20170111T124749,159.4,3054,226403,159.5,5425,381418
20170111T124749,159.4,3354,226703,159.5,5425,381418
20170111T124749,159.4,3354,226703,159.5,4775,380768
20170111T124749,159.4,4054,227403,159.5,4775,380768
20170111T124749,159.4,4054,227403,159.5,4263,380256
20170111T124749,159.4,4054,227403,159.5,3663,379372
20170111T124749,159.4,4054,227403,159.5,3063,378772
20170111T124749,159.4,4054,227403,159.5,2579,378288
20170111T124749,159.4,4054,227403,159.5,2279,377988
20170111T124749,159.4,4054,227403,159.5,1979,377688
20170111T124749,159.4,4054,227403,159.5,1679,377388
20170111T124749,159.4,4054,227403,159.5,1079,376788
20170111T124749,159.4,4054,227403,159.5,285,375994
20170111T124749,159.4,4054,227403,159.5,214,375923
20170111T124749,159.4,4354,227703,159.5,214,375923
20170111T124749,159.4,4866,228215,159.5,214,375923
20170111T124749,159.4,4866,228215,159.6,7957,374809
20170111T124749,159.4,4866,228215,159.6,7357,374209
20170111T124749,159.4,5466,228815,159.6,7357,374209
20170111T124749,159.5,800,229615,159.6,7357,374209
20170111T124749,159.5,800,230076,159.6,6845,375097
20170111T124749,159.5,800,230076,159.6,6231,374483
20170111T124749,159.5,1577,230405,159.6,6231,375097
20170111T124749,159.5,3000,231828,159.6,6231,375097
20170111T124749,159.5,3600,232428,159.6,6231,375097
20170111T124749,159.5,3900,233240,159.6,6231,375097
20170111T124749,159.5,4550,233890,159.6,6231,375097
20170111T124749,159.5,5150,234490,159.6,6231,375097
20170111T124749,159.5,4500,233840,159.6,6231,375097
20170111T124749,159.5,4500,233840,159.6,5924,374790
20170111T124751,159.5,5323,233314,159.6,5924,375097
20170111T124751,159.5,5823,233814,159.6,5924,375097
20170111T124751,159.5,5323,233314,159.6,5924,375097
20170111T124754,159.5,5323,233314,159.6,5463,374636
20170111T124754,159.5,3925,231916,159.6,5463,375097
20170111T124754,159.5,3925,231916,159.6,4900,374534
20170111T124754,159.5,3625,231616,159.6,4900,374534
20170111T124754,159.5,2825,230816,159.6,4900,374534
20170111T124754,159.5,3625,231616,159.6,4900,374534
20170111T124754,159.5,3625,231616,159.6,5417,375051
20170111T124755,159.5,3625,231616,159.6,5621,375255
20170111T124757,159.5,2848,230839,159.6,5621,375255
20170111T124759,159.5,2848,230839,159.6,6443,376077
20170111T124800,159.5,3819,231810,159.6,6443,376077
20170111T124801,159.5,4483,232122,159.6,6443,376077
20170111T124802,159.5,4613,232252,159.6,6443,376077
20170111T124807,159.5,4913,232552,159.6,6443,376077
20170111T124807,159.5,5393,233032,159.6,6443,376077
20170111T124807,159.5,4913,232552,159.6,6443,376077
20170111T124811,159.5,5213,232552,159.6,6443,376077
20170111T124815,159.5,5213,232421,159.6,5843,375477
20170111T124815,159.5,5211,232419,159.6,5843,375477
20170111T124818,159.5,5211,232419,159.6,5043,375119
20170111T124840,159.5,5311,232519,159.6,5043,375119
20170111T124840,159.5,5311,232650,159.6,4526,374602
20170111T124840,159.5,5828,233167,159.6,4526,374602
20170111T124840,159.5,6328,233667,159.6,4526,374602
20170111T124840,159.5,5828,233167,159.6,4526,374602
20170111T124840,159.5,5828,233167,159.6,3704,373780
20170111T124843,159.5,5828,233167,159.6,3500,373576
20170111T124843,159.5,5828,233167,159.6,3200,373276
20170111T124843,159.5,6128,233467,159.6,3200,373276
20170111T124843,159.5,6128,233467,159.6,2900,372976
20170111T124843,159.5,6128,233467,159.6,2300,372376
20170111T124843,159.5,6128,233467,159.6,2000,372076
20170111T124843,159.5,6128,233467,159.6,1400,371476
20170111T124843,159.5,6128,233467,159.7,7697,370076
20170111T124843,159.5,6128,233167,159.7,7414,369793
20170111T124843,159.5,6589,233167,159.7,7414,369793
20170111T124843,159.5,6589,232553,159.7,6851,368930
